depto,mupio,sector,c02b01,c02b02a,c02b02b
5,9,40,1.0,1.0,2.0
5,9,40,1.0,1.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,11,22,2.0,8.0,2.0
5,12,8,1.0,,
5,12,8,1.0,,
5,12,8,1.0,,
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,1.0,,
5,12,8,2.0,18.0,2.0
5,12,8,1.0,,
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,1.0,,
5,12,8,1.0,,
5,12,8,2.0,18.0,2.0
5,12,8,2.0,18.0,2.0
5,12,8,1.0,,
5,12,8,1.0,,
5,12,8,,,
5,12,11,1.0,,
5,12,11,1.0,,
5,12,11,2.0,4.0,2.0
5,12,11,1.0,,
5,12,11,2.0,20.0,2.0
5,12,11,2.0,20.0,2.0
5,12,11,2.0,15.0,2.0
5,12,11,1.0,,
5,12,11,1.0,,
5,12,11,2.0,4.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,1.0,,
5,12,11,2.0,15.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,2.0,3.0,2.0
5,12,11,1.0,,
5,12,11,1.0,,
5,12,11,2.0,3.0,2.0
5,12,11,1.0,15.0,2.0
5,12,11,1.0,,
5,12,11,1.0,,
5,12,11,,,
5,13,35,1.0,1.0,3.0
5,13,35,1.0,1.0,3.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,40.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,9999.0,9.0
5,13,35,1.0,1.0,3.0
5,13,35,2.0,7.0,2.0
5,13,35,1.0,1.0,3.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,3.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,1.0,1.0,3.0
5,13,35,1.0,1.0,3.0
5,13,35,2.0,35.0,2.0
5,13,35,2.0,7.0,2.0
5,13,35,1.0,1.0,2.0
5,13,35,2.0,1.0,1.0
5,13,35,,1.0,2.0
5,13,44,2.0,800.0,1.0
5,13,44,1.0,800.0,1.0
5,13,44,1.0,800.0,1.0
5,13,44,2.0,17.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,9999.0,9.0
5,13,44,2.0,17.0,2.0
5,13,44,2.0,17.0,2.0
5,13,44,1.0,800.0,1.0
5,13,44,2.0,17.0,2.0
5,13,44,1.0,500.0,1.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,17.0,2.0
5,13,44,2.0,17.0,2.0
5,13,44,1.0,500.0,1.0
5,13,44,2.0,17.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,40.0,2.0
5,13,44,2.0,4.0,2.0
5,13,44,2.0,2.0,1.0
5,13,44,,1.0,2.0
5,13,54,2.0,2.0,2.0
5,13,54,2.0,2.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,1.0,4.0,2.0
5,13,54,1.0,4.0,2.0
5,13,54,2.0,9999.0,9.0
5,13,54,2.0,2.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,1.0,2.0,2.0
5,13,54,2.0,2.0,2.0
5,13,54,2.0,7.0,2.0
5,13,54,2.0,30.0,2.0
5,13,54,1.0,1.0,2.0
5,13,54,1.0,2.0,1.0
5,13,54,,1.0,2.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,4.0,3.0
6,1,10,1.0,8.0,2.0
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,2.0,12.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,2.0,10.0,2.0
6,2,33,1.0,,
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,2.0,10.0,2.0
6,2,33,2.0,10.0,2.0
6,2,33,1.0,,
6,2,33,1.0,,
6,2,33,,5.0,2.0
6,5,3,1.0,40.0,2.0
6,5,3,1.0,40.0,2.0
6,5,3,1.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,40.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,2.0,8.0,2.0
6,5,3,1.0,5.0,3.0
6,5,3,1.0,2.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,1.0,,
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,1.0,,
6,6,6,2.0,9999.0,9.0
6,6,6,1.0,,
6,6,6,2.0,4.0,2.0
6,6,6,1.0,,
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,1.0,,
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,2.0,4.0,2.0
6,6,6,1.0,,
6,6,6,1.0,,
6,6,6,,9999.0,9.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,17.0,2.0
6,6,23,1.0,1.0,2.0
6,6,23,1.0,1.0,2.0
6,8,40,1.0,,2.0
6,8,40,1.0,,2.0
6,8,40,2.0,9999.0,2.0
6,8,40,2.0,9999.0,2.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,2.0,9999.0,9.0
6,8,40,1.0,1.0,2.0
6,8,40,1.0,1.0,2.0
6,8,40,1.0,1.0,2.0
6,8,50,1.0,,
6,8,50,1.0,,
6,8,50,2.0,45.0,2.0
6,8,50,1.0,,
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,1.0,,
6,8,50,1.0,,
6,8,50,1.0,,
6,8,50,2.0,2.0,2.0
6,8,50,2.0,2.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,2.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,1.0,,
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,2.0,45.0,2.0
6,8,50,1.0,,
6,8,50,1.0,,
6,8,50,,,
6,9,21,2.0,15.0,2.0
6,9,21,1.0,,
6,9,21,2.0,17.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,1.0,,
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,2.0,15.0,2.0
6,9,21,1.0,,
6,9,21,2.0,17.0,2.0
6,9,21,2.0,17.0,2.0
6,9,21,2.0,17.0,2.0
6,9,21,2.0,17.0,2.0
6,9,21,2.0,17.0,2.0
6,9,21,2.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,9,22,1.0,17.0,2.0
6,10,4,1.0,,
6,10,4,1.0,,
6,10,4,1.0,,
6,10,4,1.0,,
6,10,4,2.0,20.0,2.0
6,10,4,2.0,20.0,2.0
6,10,4,2.0,20.0,2.0
6,10,4,2.0,10.0,2.0
6,10,4,1.0,,
6,10,4,2.0,2.0,2.0
6,10,4,1.0,,
6,10,4,2.0,2.0,2.0
6,10,4,1.0,,
6,10,4,2.0,2.0,2.0
6,10,4,2.0,2.0,2.0
6,10,4,2.0,2.0,2.0
6,10,4,2.0,2.0,2.0
6,10,4,2.0,2.0,2.0
6,10,4,1.0,,
6,10,4,1.0,,
6,10,4,2.0,2.0,2.0
6,10,4,2.0,20.0,2.0
6,10,4,1.0,,
6,10,4,1.0,,
6,10,4,,9999.0,9.0
6,11,13,2.0,4.0,2.0
6,11,13,1.0,,
6,11,13,2.0,4.0,2.0
6,11,13,1.0,,
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,1.0,,
6,11,13,2.0,4.0,2.0
6,11,13,1.0,,
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,11,13,1.0,,
6,11,13,2.0,4.0,2.0
6,11,13,2.0,4.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,1.0,2.0
6,12,1,2.0,15.0,2.0
6,12,1,1.0,,
6,12,1,1.0,,
6,12,1,,9999.0,9.0
6,12,7,1.0,1.0,2.0
6,12,7,1.0,1.0,2.0
6,12,7,2.0,2.0,2.0
6,12,7,1.0,3.0,3.0
6,12,7,2.0,4.0,4.0
6,12,7,2.0,2.0,4.0
6,12,7,2.0,2.0,4.0
6,12,7,2.0,1.0,2.0
6,12,7,1.0,1.0,2.0
6,12,7,1.0,1.0,2.0
6,12,7,1.0,1.0,2.0
6,12,7,2.0,9999.0,2.0
6,12,7,1.0,3.0,2.0
6,12,7,1.0,2.0,4.0
6,12,7,2.0,2.0,4.0
6,12,7,2.0,2.0,4.0
6,12,7,1.0,2.0,4.0
6,12,7,1.0,25.0,2.0
6,12,7,1.0,4.0,3.0
6,12,7,2.0,1.0,2.0
6,12,7,2.0,2.0,4.0
6,12,7,2.0,2.0,2.0
6,12,7,1.0,1.0,2.0
6,12,7,2.0,2.0,3.0
6,12,7,,1.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,7.0,2.0
6,13,9,2.0,23.0,2.0
6,13,9,1.0,,
6,13,9,1.0,,
6,13,24,1.0,,
6,13,24,1.0,,
6,13,24,2.0,10.0,2.0
6,13,24,2.0,3.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,5.0,2.0
6,13,24,1.0,,
6,13,24,2.0,30.0,2.0
6,13,24,2.0,10.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,1.0,,
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,2.0,60.0,2.0
6,13,24,1.0,,
6,13,24,1.0,,
6,13,24,,9999.0,9.0
6,14,3,1.0,1.0,2.0
6,14,3,1.0,4.0,3.0
6,14,3,2.0,2.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,30.0,2.0
6,14,3,2.0,30.0,2.0
6,14,3,1.0,1.0,2.0
6,14,3,1.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,1.0,5.0,3.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,1.0,2.0
6,14,3,2.0,9999.0,9.0
6,14,3,2.0,9999.0,9.0
6,14,3,,1.0,2.0
6,14,16,2.0,1.0,2.0
6,14,16,1.0,1.0,2.0
6,14,16,2.0,5.0,2.0
6,14,16,2.0,5.0,2.0
6,14,16,2.0,35.0,2.0
6,14,16,2.0,18.0,2.0
6,14,16,2.0,18.0,2.0
6,14,16,2.0,5.0,2.0
6,14,16,2.0,4.0,2.0
6,14,16,2.0,4.0,2.0
6,14,16,2.0,1.0,2.0
6,14,16,2.0,5.0,2.0
6,14,16,1.0,300.0,1.0
6,14,16,2.0,5.0,2.0
6,14,16,2.0,5.0,2.0
6,14,16,2.0,4.0,2.0
6,14,16,2.0,4.0,2.0
6,14,16,2.0,3.0,2.0
6,14,16,1.0,50.0,1.0
6,14,16,2.0,4.0,2.0
6,14,16,2.0,9999.0,9.0
6,14,16,2.0,4.0,2.0
6,14,16,1.0,400.0,1.0
6,14,16,2.0,60.0,1.0
6,14,16,,9999.0,9.0
6,14,21,1.0,600.0,1.0
6,14,21,1.0,600.0,1.0
6,14,21,2.0,7.0,2.0
6,14,21,1.0,150.0,1.0
6,14,21,2.0,37.0,2.0
6,14,21,2.0,29.0,2.0
6,14,21,2.0,29.0,2.0
6,14,21,2.0,9.0,2.0
6,14,21,1.0,350.0,1.0
6,14,21,1.0,200.0,2.0
6,14,21,1.0,3.0,1.0
6,14,21,2.0,7.0,9.0
6,14,21,1.0,100.0,1.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,300.0,2.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,2.0,7.0,9.0
6,14,21,1.0,5.0,2.0
6,14,21,1.0,5.0,2.0
6,14,21,,4.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,2.0,4.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,2.0,15.0,2.0
6,14,23,2.0,4.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,1.0,3.0,1.0
6,14,23,2.0,4.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,4.0,2.0
6,14,23,2.0,4.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,1.0,1.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,2.0,9.0,2.0
6,14,23,1.0,2.0,2.0
6,14,23,2.0,2.0,2.0
6,14,23,,3.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,1.0,3.0,3.0
7,1,31,1.0,3.0,3.0
7,1,31,2.0,2.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,1.0,7.0,3.0
7,1,31,1.0,5.0,3.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,1.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,1.0,1.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,1.0,4.0,3.0
7,1,31,1.0,1.0,3.0
7,1,31,2.0,6.0,2.0
7,1,31,2.0,6.0,2.0
7,1,31,1.0,1.0,2.0
7,1,31,1.0,1.0,2.0
7,1,31,,1.0,2.0
7,14,3,2.0,22.0,2.0
7,14,3,2.0,22.0,2.0
7,14,3,2.0,22.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,2.0,2.0,2.0
7,14,3,1.0,14.0,2.0
7,14,3,1.0,,
7,14,3,1.0,,
7,14,3,1.0,10.0,1.0
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,2.0,9999.0,9.0
7,17,3,2.0,9999.0,9.0
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,2.0,80.0,2.0
7,17,3,2.0,80.0,2.0
7,17,3,2.0,80.0,2.0
7,17,3,1.0,,
7,17,3,1.0,,
7,17,3,1.0,10.0,1.0
8,3,2,1.0,2.0,3.0
8,3,2,1.0,2.0,3.0
8,3,2,2.0,3.0,2.0
8,3,2,2.0,3.0,2.0
8,3,2,2.0,15.0,2.0
8,3,2,1.0,19.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,3,2,1.0,3.0,2.0
8,5,22,1.0,,
8,5,22,1.0,,
8,5,22,2.0,9999.0,9.0
8,5,22,2.0,4.0,2.0
8,5,22,2.0,35.0,2.0
8,5,22,2.0,35.0,2.0
8,5,22,2.0,35.0,2.0
8,5,22,1.0,,
8,5,22,1.0,,
8,5,22,2.0,4.0,2.0
8,5,22,1.0,,
8,5,22,2.0,4.0,2.0
8,5,22,2.0,500.0,1.0
8,5,22,2.0,4.0,2.0
8,5,22,2.0,4.0,2.0
8,5,22,2.0,4.0,2.0
8,5,22,2.0,4.0,2.0
8,5,22,2.0,4.0,2.0
8,5,22,1.0,,
8,5,22,1.0,,
8,5,22,2.0,35.0,2.0
8,5,22,2.0,35.0,2.0
8,5,22,2.0,1.0,2.0
8,5,22,1.0,,
8,5,22,,1.0,2.0
8,6,34,1.0,,
8,6,34,1.0,,
8,6,34,2.0,13.0,2.0
8,6,34,2.0,1.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,5.0,2.0
8,6,34,2.0,5.0,2.0
8,6,34,2.0,5.0,2.0
8,6,34,2.0,5.0,2.0
8,6,34,2.0,18.0,2.0
8,6,34,1.0,,
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,1.0,,
8,6,34,2.0,6.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,2.0,13.0,2.0
8,6,34,1.0,,
8,6,34,1.0,,
8,6,34,,,
8,6,34,1.0,,
8,6,34,1.0,,
8,6,34,2.0,16.0,2.0
8,6,34,2.0,7.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,500.0,1.0
8,6,34,1.0,,
8,6,34,2.0,16.0,2.0
8,6,34,1.0,,
8,6,34,2.0,19.0,2.0
8,6,34,2.0,9999.0,9.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,2.0,16.0,2.0
8,6,34,2.0,16.0,2.0
8,6,34,1.0,,
8,6,34,1.0,,
8,6,34,2.0,19.0,2.0
8,6,34,2.0,19.0,2.0
8,6,34,1.0,,
8,6,34,1.0,,
8,6,34,,,
8,7,8,1.0,,
8,7,8,1.0,,
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,32.0,2.0
8,7,8,2.0,32.0,2.0
8,7,8,2.0,32.0,2.0
8,7,8,1.0,32.0,2.0
8,7,8,1.0,,
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,32.0,2.0
8,7,8,2.0,32.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
8,7,8,2.0,5.0,2.0
